Player,Team,Match,Over,Span⬇,Mat,Inns,Runs,BF,RR,Wkts,Ave,BpD,Dot%,Bnd%
RP Das,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",17,2022-2022,1,1,1,2,3,0,-,-,50,0
SO Hetmyer,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",17,2022-2022,1,1,4,2,12,1,4,2,50,50
SO Hetmyer,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",16,2022-2022,1,1,2,4,3,0,-,-,50,0
R Ashwin,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",16,2022-2022,1,1,2,2,6,0,-,-,0,0
SO Hetmyer,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",15,2022-2022,1,1,0,1,0,0,-,-,100,0
R Ashwin,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",15,2022-2022,1,1,1,1,6,0,-,-,0,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",15,2022-2022,1,1,8,4,12,1,8,4,50,25
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",14,2022-2022,1,1,2,2,6,0,-,-,0,0
R Ashwin,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",14,2022-2022,1,1,8,4,12,0,-,-,25,25
R Ashwin,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",13,2022-2022,1,1,2,4,3,0,-,-,50,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",13,2022-2022,1,1,2,2,6,0,-,-,0,0
R Ashwin,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",12,2022-2022,1,1,2,2,6,0,-,-,0,0
DB Padikkal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",12,2022-2022,1,1,0,1,0,1,0,1,100,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",12,2022-2022,1,1,3,3,6,0,-,-,0,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",11,2022-2022,1,1,1,1,6,0,-,-,0,0
DB Padikkal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",11,2022-2022,1,1,1,5,1.2,0,-,-,80,0
DB Padikkal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",10,2022-2022,1,1,1,2,3,0,-,-,50,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",10,2022-2022,1,1,1,4,1.5,0,-,-,75,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",9,2022-2022,1,1,3,2,9,0,-,-,0,0
DB Padikkal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",9,2022-2022,1,1,1,1,6,0,-,-,0,0
SV Samson,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",9,2022-2022,1,1,0,3,0,1,0,3,100,0
SV Samson,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",8,2022-2022,1,1,1,3,2,0,-,-,66.6,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",8,2022-2022,1,1,1,3,2,0,-,-,66.6,0
SV Samson,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",7,2022-2022,1,1,1,2,3,0,-,-,50,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",7,2022-2022,1,1,6,4,9,0,-,-,25,25
SV Samson,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",6,2022-2022,1,1,0,4,0,0,-,-,100,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",6,2022-2022,1,1,1,2,3,0,-,-,50,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",5,2022-2022,1,1,5,3,10,0,-,-,33.3,33.33
SV Samson,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",5,2022-2022,1,1,5,3,10,0,-,-,33.3,33.33
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",4,2022-2022,1,1,5,3,10,0,-,-,33.3,33.33
SV Samson,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",4,2022-2022,1,1,6,3,12,0,-,-,0,33.33
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",3,2022-2022,1,1,8,6,8,0,-,-,66.6,33.33
SV Samson,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",2,2022-2022,1,1,2,2,6,0,-,-,50,0
JC Buttler,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",2,2022-2022,1,1,0,2,0,1,0,2,100,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",2,2022-2022,1,1,4,2,12,0,-,-,50,50
JC Buttler,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",1,2022-2022,1,1,2,3,4,0,-,-,66.6,0
YB Jaiswal,RR,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",1,2022-2022,1,1,9,3,18,0,-,-,0,66.66
MJ Santner,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",20,2022-2022,1,1,1,2,3,0,-,-,50,0
Simarjeet Singh,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",20,2022-2022,1,1,3,3,6,0,-,-,33.3,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",20,2022-2022,1,1,0,1,0,1,0,1,100,0
MS Dhoni,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",19,2022-2022,1,1,3,3,6,1,3,3,33.3,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",19,2022-2022,1,1,6,3,12,0,-,-,0,33.33
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",18,2022-2022,1,1,1,2,3,0,-,-,50,0
MS Dhoni,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",18,2022-2022,1,1,9,4,13.5,0,-,-,25,25
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",17,2022-2022,1,1,6,6,6,0,-,-,66.6,16.66
MS Dhoni,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",16,2022-2022,1,1,1,4,1.5,0,-,-,75,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",16,2022-2022,1,1,2,2,6,0,-,-,0,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",15,2022-2022,1,1,1,2,3,0,-,-,50,0
MS Dhoni,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",15,2022-2022,1,1,5,4,7.5,0,-,-,50,25
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",14,2022-2022,1,1,1,4,1.5,0,-,-,75,0
MS Dhoni,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",14,2022-2022,1,1,2,2,6,0,-,-,0,0
MS Dhoni,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",13,2022-2022,1,1,3,3,6,0,-,-,0,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",13,2022-2022,1,1,3,3,6,0,-,-,0,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",12,2022-2022,1,1,2,2,6,0,-,-,0,0
MS Dhoni,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",12,2022-2022,1,1,2,4,3,0,-,-,50,0
MS Dhoni,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",11,2022-2022,1,1,1,4,1.5,0,-,-,75,0
AT Rayudu,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",11,2022-2022,1,1,0,1,0,1,0,1,100,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",11,2022-2022,1,1,1,1,6,0,-,-,0,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",10,2022-2022,1,1,2,3,4,0,-,-,33.3,0
AT Rayudu,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",10,2022-2022,1,1,2,3,4,0,-,-,33.3,0
AT Rayudu,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",9,2022-2022,1,1,1,2,3,0,-,-,50,0
N Jagadeesan,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",9,2022-2022,1,1,0,3,0,1,0,3,100,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",9,2022-2022,1,1,1,1,6,0,-,-,0,0
N Jagadeesan,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",8,2022-2022,1,1,1,1,6,0,-,-,0,0
DP Conway,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",8,2022-2022,1,1,0,2,0,1,0,2,100,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",8,2022-2022,1,1,2,3,4,0,-,-,33.3,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",7,2022-2022,1,1,6,3,12,0,-,-,0,33.33
DP Conway,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",7,2022-2022,1,1,2,3,4,0,-,-,33.3,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",6,2022-2022,1,1,26,6,26,0,-,-,0,100
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",5,2022-2022,1,1,15,5,18,0,-,-,20,60
DP Conway,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",5,2022-2022,1,1,1,1,6,0,-,-,0,0
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",4,2022-2022,1,1,18,6,18,0,-,-,33.3,66.66
DP Conway,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",3,2022-2022,1,1,12,6,12,0,-,-,50,33.33
MM Ali,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",2,2022-2022,1,1,0,4,0,0,-,-,100,0
DP Conway,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",2,2022-2022,1,1,1,2,3,0,-,-,50,0
RD Gaikwad,CSK,"Chennai Super Kings v Rajasthan Royals at Mumbai (BS), Tata IPL, 20 May 2022",1,2022-2022,1,1,2,6,2,1,2,6,83.3,0
GJ Maxwell,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",19,2022-2022,1,1,12,4,18,0,-,-,25,75
KD Karthik,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",18,2022-2022,1,1,1,1,6,0,-,-,0,0
GJ Maxwell,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",18,2022-2022,1,1,8,5,9.6,0,-,-,20,20
KD Karthik,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",17,2022-2022,1,1,1,1,6,0,-,-,0,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",17,2022-2022,1,1,6,3,12,1,6,3,66.6,33.33
GJ Maxwell,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",17,2022-2022,1,1,2,2,6,0,-,-,0,0
GJ Maxwell,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",16,2022-2022,1,1,17,5,20.4,0,-,-,20,60
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",16,2022-2022,1,1,1,1,6,0,-,-,0,0
GJ Maxwell,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",15,2022-2022,1,1,1,2,3,0,-,-,50,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",15,2022-2022,1,1,2,2,6,0,-,-,0,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",15,2022-2022,1,1,1,2,3,1,1,2,50,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",14,2022-2022,1,1,2,3,4,0,-,-,33.3,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",14,2022-2022,1,1,6,3,12,0,-,-,0,33.33
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",13,2022-2022,1,1,1,1,6,0,-,-,0,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",13,2022-2022,1,1,2,5,2.4,0,-,-,60,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",12,2022-2022,1,1,7,4,10.5,0,-,-,25,25
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",12,2022-2022,1,1,2,2,6,0,-,-,0,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",11,2022-2022,1,1,2,3,4,0,-,-,33.3,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",11,2022-2022,1,1,4,3,8,0,-,-,0,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",10,2022-2022,1,1,2,3,4,0,-,-,33.3,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",10,2022-2022,1,1,8,3,16,0,-,-,0,33.33
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",9,2022-2022,1,1,3,3,6,0,-,-,33.3,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",9,2022-2022,1,1,2,3,4,0,-,-,33.3,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",8,2022-2022,1,1,5,3,10,0,-,-,33.3,33.33
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",8,2022-2022,1,1,6,3,12,0,-,-,0,33.33
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",7,2022-2022,1,1,2,3,4,0,-,-,33.3,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",7,2022-2022,1,1,4,3,8,0,-,-,0,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",6,2022-2022,1,1,1,1,6,0,-,-,0,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",6,2022-2022,1,1,5,5,6,0,-,-,60,20
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",5,2022-2022,1,1,1,2,3,0,-,-,50,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",5,2022-2022,1,1,8,4,12,0,-,-,0,25
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",4,2022-2022,1,1,4,1,24,0,-,-,0,100
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",4,2022-2022,1,1,9,5,10.8,0,-,-,40,40
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",3,2022-2022,1,1,4,1,24,0,-,-,0,100
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",3,2022-2022,1,1,9,5,10.8,0,-,-,40,40
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",2,2022-2022,1,1,1,3,2,0,-,-,66.6,0
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",2,2022-2022,1,1,2,3,4,0,-,-,33.3,0
F du Plessis,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",1,2022-2022,1,1,4,5,4.8,0,-,-,80,20
V Kohli,RCB,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",1,2022-2022,1,1,1,1,6,0,-,-,0,0
Rashid Khan,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",20,2022-2022,1,1,7,2,21,0,-,-,0,50
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",20,2022-2022,1,1,10,4,15,0,-,-,0,25
Rashid Khan,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",19,2022-2022,1,1,11,3,22,0,-,-,0,66.66
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",19,2022-2022,1,1,6,3,12,0,-,-,0,33.33
Rashid Khan,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",18,2022-2022,1,1,1,1,6,0,-,-,0,0
R Tewatia,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",18,2022-2022,1,1,0,1,0,1,0,1,100,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",18,2022-2022,1,1,5,4,7.5,0,-,-,50,25
R Tewatia,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",17,2022-2022,1,1,2,2,6,0,-,-,0,0
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",17,2022-2022,1,1,0,1,0,1,0,1,100,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",17,2022-2022,1,1,3,3,6,0,-,-,0,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",16,2022-2022,1,1,2,4,3,0,-,-,50,0
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",16,2022-2022,1,1,2,2,6,0,-,-,0,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",15,2022-2022,1,1,1,1,6,0,-,-,0,0
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",15,2022-2022,1,1,8,5,9.6,0,-,-,40,20
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",14,2022-2022,1,1,3,1,18,0,-,-,0,0
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",14,2022-2022,1,1,14,5,16.8,0,-,-,20,40
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",13,2022-2022,1,1,1,2,3,0,-,-,50,0
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",13,2022-2022,1,1,4,4,6,0,-,-,25,0
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",12,2022-2022,1,1,2,3,4,0,-,-,33.3,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",12,2022-2022,1,1,6,3,12,0,-,-,0,33.33
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",11,2022-2022,1,1,5,5,6,0,-,-,60,20
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",11,2022-2022,1,1,1,1,6,0,-,-,0,0
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",10,2022-2022,1,1,1,1,6,0,-,-,0,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",10,2022-2022,1,1,7,5,8.4,0,-,-,60,20
DA Miller,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",9,2022-2022,1,1,2,3,4,0,-,-,66.6,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",9,2022-2022,1,1,4,3,8,0,-,-,33.3,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",8,2022-2022,1,1,2,3,4,0,-,-,33.3,0
WP Saha,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",8,2022-2022,1,1,6,3,12,0,-,-,0,33.33
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",7,2022-2022,1,1,7,2,21,0,-,-,0,50
WP Saha,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",7,2022-2022,1,1,4,4,6,0,-,-,25,0
HH Pandya,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",6,2022-2022,1,1,0,4,0,0,-,-,100,0
MS Wade,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",6,2022-2022,1,1,0,2,0,1,0,2,100,0
MS Wade,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",5,2022-2022,1,1,15,6,15,0,-,-,33.3,50
MS Wade,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",4,2022-2022,1,1,1,2,3,0,-,-,50,0
WP Saha,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",4,2022-2022,1,1,1,4,1.5,0,-,-,75,0
MS Wade,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",3,2022-2022,1,1,0,3,0,0,-,-,100,0
S Gill,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",3,2022-2022,1,1,0,1,0,1,0,1,100,0
WP Saha,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",3,2022-2022,1,1,1,2,3,0,-,-,50,0
WP Saha,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",2,2022-2022,1,1,5,3,10,0,-,-,33.3,33.33
S Gill,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",2,2022-2022,1,1,1,3,2,0,-,-,66.6,0
WP Saha,GT,"Gujarat Titans v Royal Chal Bangalore at Mumbai, Tata IPL, 19 May 2022",1,2022-2022,1,1,14,6,14,0,-,-,50,50
UT Yadav,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",20,2022-2022,1,1,0,1,0,1,0,1,100,0
RK Singh,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",20,2022-2022,1,1,18,5,21.6,1,18,5,20,60
RK Singh,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",19,2022-2022,1,1,7,3,14,0,-,-,33.3,33.33
SP Narine,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",19,2022-2022,1,1,8,3,16,0,-,-,0,33.33
SP Narine,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",18,2022-2022,1,1,7,2,21,0,-,-,0,50
RK Singh,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",18,2022-2022,1,1,9,4,13.5,0,-,-,25,25
SP Narine,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",17,2022-2022,1,1,6,2,18,0,-,-,50,50
RK Singh,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",17,2022-2022,1,1,5,2,15,0,-,-,0,50
AD Russell,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",17,2022-2022,1,1,1,2,3,1,1,2,50,0
RK Singh,KKR,"Kolkata Knight Riders v Lucknow Super Giants at Navi Mumbai, Tata IPL, 18 May 2022",16,2022-2022,1,1,1,1,6,0,-,-,0,0
